Invoice/Item Number,Date,Store Name,Address,City,Zip Code,County,Category Name,Vendor Name,Item Number,Item Description,Bottle Volume (ml),State Bottle Cost,Bottles Sold,Sale,Volume Sold (Liters)
INV-43744600111,2022-01-12,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,IMPORTED SCHNAPPS,sazerac company  inc,69631,dr mcgillicuddys cherry mini,50.0,5.0,1,7.5,0.05
INV-43483600126,2022-01-03,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,COCKTAILS /RTD,bacardi usa inc,57303,bacardi island punch,1750.0,9.53,2,28.6,3.5
INV-43736800005,2022-01-12,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,LINN,IMPORTED CORDIALS & LIQUEURS,"MAST-JAGERMEISTER US, INC",65253,JAGERMEISTER LIQUEUR,200.0,3.95,6,35.58,1.2
INV-43486500048,2022-01-03,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,AMERICAN VODKAS,FIFTH GENERATION INC,38177,TITOS HANDMADE VODKA,1000.0,12.67,12,228.12,12.0
INV-43828900022,2022-01-17,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,AMERICAN VODKAS,heaven hill brands,35416,burnetts vodka 80prf,750.0,4.5,12,81.0,9.0
INV-43559200075,2022-01-05,HY-VEE FOOD STORE #1636 / SPENCER,819 N GRAND AVE,SPENCER,51301,CLAY,AMERICAN VODKAS,fifth generation inc,38179,titos handmade vodka,,3.49,2,10.48,0.4
INV-43783600074,2022-01-14,HY-VEE WINE AND SPIRITS / BOONE,1111  8TH ST,BOONE,50036,BOONE,WHITE RUM,bacardi usa inc,43120,bacardi superior pet,1750.0,15.0,6,135.0,10.5
INV-43769800044,2022-01-13,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,COCKTAILS /RTD,sazerac company  inc,57129,chi-chi's mexican mudslide,1750.0,6.5,6,58.5,10.5
INV-43588500104,2022-01-06,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN FLAVORED VODKA,HEAVEN HILL BRANDS,41316,BURNETTS RASPBERRY,750.0,,2,13.5,1.5
INV-43487000040,2022-01-03,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POLK,IMPORTED VODKAS,WILLIAM GRANT & SONS INC,34759,REYKA VODKA,1750.0,20.0,6,180.0,10.5
INV-43472100035,2022-01-03,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,SPICED RUM,diageo americas,43285,captain morgan original spiced pet,750.0,,12,163.08,9.0
INV-43534300061,2022-01-05,HY-VEE WINE AND SPIRITS / ANKENY,410 NORTH ANKENY BLVD,ANKENY,50021,POLK,IMPORTED VODKAS,bacardi usa inc,34433,grey goose,750.0,15.0,60,1350.0,45.0
INV-43851500090,2022-01-17,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,TEMPORARY & SPECIALTY PACKAGES,jim beam brands,86103,dekuyper triple sec 30� pet,1000.0,2.33,36,126.0,36.0
INV-43830400001,2022-01-17,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,SCOTCH WHISKIES,sazerac company  inc,4796,cutty sark scotch,750.0,10.02,3,45.09,2.25
INV-43470400103,2022-01-03,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,MIXTO TEQUILA,SAZERAC COMPANY  INC,88767,TORTILLA WHITE,1000.0,6.64,48,478.08,48.0
INV-43748800043,2022-01-12,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,CREAM LIQUEURS,mississippi river distil,80236,iowish cream liqueur,,10.17,12,183.12,9.0
INV-43758100093,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,SPICED RUM,diageo americas,43285,captain morgan original spiced pet,750.0,,12,163.08,9.0
INV-43830500055,2022-01-17,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,AGED DARK RUM,"sovereign brands, llc",43735,bumbu xo,750.0,21.49,6,193.44,4.5
INV-43486500075,2022-01-03,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,CANADIAN WHISKIES,JIM BEAM BRANDS,10846,CANADIAN CLUB SMALL BATCH CLASSIC,,13.12,3,59.04,2.25
INV-43472100008,2022-01-03,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,STRAIGHT BOURBON WHISKIES,heaven hill brands,17919,elijah craig  small batch,1750.0,30.0,6,270.0,10.5
INV-43769900064,2022-01-13,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,AMERICAN BRANDIES,luxco inc,56206,paramount peach brandy,750.0,5.5,3,24.75,2.25
INV-43758100062,2022-01-13,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN VODKAS,luxco inc,36304,hawkeye vodka,375.0,,5,13.95,1.87
INV-43587200038,2022-01-06,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POLK,NEUTRAL GRAIN SPIRITS FLAVORED,ole smoky distillery llc,86781,ole smoky peaches moonshine,750.0,12.5,6,112.5,4.5
INV-43766100108,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,100% AGAVE TEQUILA,DIAGEO AMERICAS,89154,DON JULIO REPOSADO,750.0,32.49,1,48.74,0.75
INV-43844100006,2022-01-17,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,COCKTAILS /RTD,proximo,58913,jose cuervo authentic peach lemonade,1750.0,8.74,3,39.33,5.25
INV-43827300086,2022-01-17,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,AMERICAN SCHNAPPS,sazerac company  inc,83906,maui blue hawaiian schnapps,750.0,3.67,3,16.53,2.25
INV-43471000058,2022-01-03,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,CANADIAN WHISKIES,heaven hill brands,11774,black velvet,375.0,,24,110.64,9.0
INV-43851500067,2022-01-17,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,AMERICAN BRANDIES,luxco inc,55088,paramount blackberry brandy,,11.29,3,50.82,5.25
INV-43502100136,2022-01-04,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,SCOTT,IRISH WHISKIES,pernod ricard usa,15779,jameson black barrel,375.0,7.49,3,33.72,1.12
INV-43724800004,2022-01-12,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,JOHNSON,AMERICAN VODKAS,SAZERAC COMPANY  INC,38088,PLATINUM 7X VODKA,1750.0,9.44,60,849.6,105.0
INV-43534700065,2022-01-05,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,SPICED RUM,HEAVEN HILL BRANDS,43028,ADMIRAL NELSON SPICED,1750.0,11.55,60,1039.8,105.0
INV-43778900176,2022-01-13,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,AMERICAN FLAVORED VODKA,LUXCO INC,76669,PEARL VANILLA BEAN,750.0,7.0,3,31.5,2.25
INV-43588500188,2022-01-06,HY-VEE FOOD STORE #3 / SIOUX CITY,3301 GORDON DR,SIOUX CITY,51105,WOODBURY,CREAM LIQUEURS,E & J GALLO WINERY,73055,RUMCHATA,750.0,,12,243.0,9.0
INV-43534900138,2022-01-05,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,84170,99 BANANAS,750.0,7.5,4,45.0,3.0
INV-43826800079,2022-01-17,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,MIXTO TEQUILA,JIM BEAM BRANDS,88556,SAUZA BLANCO SILVER,,10.5,12,189.0,9.0
INV-43478300001,2022-01-03,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,SCOTT,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,19476,MAKERS MARK,750.0,18.0,36,972.0,27.0
INV-43828500046,2022-01-17,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,IRISH WHISKIES,WILLIAM GRANT & SONS INC,15940,TULLAMORE DEW,,15.5,24,558.0,18.0
INV-43469600080,2022-01-03,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,TRIPLE SEC,luxco inc,86251,juarez triple sec,1000.0,2.42,24,87.12,24.0
INV-43771600010,2022-01-13,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,CERRO GORD,IMPORTED VODKAS,diageo americas,34856,tanqueray sterling vodka,750.0,7.0,3,31.5,2.25
INV-43525100075,2022-01-04,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,BLACK HAWK,CREAM LIQUEURS,sazerac company  inc,80457,ryans cream liqueur,1000.0,7.23,2,21.7,2.0
INV-43500600026,2022-01-04,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,DALLAS,SCOTCH WHISKIES,WILLIAM GRANT & SONS INC,5159,GLENFIDDICH 14YR,750.0,29.0,6,261.0,4.5
INV-43722000061,2022-01-12,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,FLAVORED RUM,BACARDI USA INC,43501,BACARDI RASPBERRY,,8.25,12,148.56,9.0
INV-43597800048,2022-01-07,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,LINN,CANADIAN WHISKIES,sazerac company  inc,12478,canadian mist whisky pet,1750.0,10.45,3,47.04,5.25
INV-43793900061,2022-01-14,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,DES MOINES,AMERICAN FLAVORED VODKA,E & J GALLO WINERY,39492,NEW AMSTERDAM PINK WHITNEY,750.0,,4,45.0,3.0
INV-43855400076,2022-01-17,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,AMERICAN BRANDIES,SAZERAC COMPANY  INC,53218,PAUL MASSON GRANDE AMBER BRANDY VS,1750.0,12.82,6,115.38,10.5
INV-43537000051,2022-01-05,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,WHISKEY LIQUEUR,sazerac company  inc,64858,fireball cinnamon whiskey mini dispenser,,25.8,4,154.8,0.2
INV-43827600083,2022-01-17,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POLK,STRAIGHT BOURBON WHISKIES,jim beam brands,28279,jim beam peach,750.0,11.0,12,198.0,9.0
INV-43544100122,2022-01-05,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,LINN,IMPORTED SCHNAPPS,sazerac company  inc,69631,dr mcgillicuddys cherry mini,50.0,5.0,4,30.0,0.2
INV-43472100057,2022-01-03,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,LINN,AMERICAN CORDIALS & LIQUEUR,luxco inc,76488,paramount amaretto,1750.0,8.25,6,74.28,10.5
INV-43734000050,2022-01-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,COCKTAILS /RTD,SAZERAC COMPANY  INC,57174,CHI-CHI'S SKINNY MARGARITA,1750.0,6.5,6,58.5,10.5
INV-43745800001,2022-01-12,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360,DICKINSON,TENNESSEE WHISKIES,brown forman corp.,26826,jack daniels old #7 black label,750.0,15.57,24,560.64,18.0
INV-43541900030,2022-01-05,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,JOHNSON,FLAVORED RUM,pernod ricard usa,42687,malibu black,750.0,8.49,12,152.88,9.0
INV-43844200075,2022-01-17,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,WHITE RUM,bacardi usa inc,43121,bacardi superior mini,50.0,5.54,1,8.31,0.05
INV-43734000003,2022-01-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,FLAVORED RUM,BACARDI USA INC,43134,BACARDI LIMON,375.0,4.5,4,27.0,1.5
INV-43471100058,2022-01-03,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POLK,MIXTO TEQUILA,proximo,87408,jose cuervo especial silver,,11.07,12,199.32,9.0
INV-43701100033,2022-01-11,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,BLACK HAWK,CANADIAN WHISKIES,heaven hill brands,86455,black velvet apple,750.0,5.23,3,23.55,2.25
INV-43483600127,2022-01-03,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,COCKTAILS /RTD,mississippi river distil,58747,cody road manhattan,750.0,,6,144.0,4.5
INV-43720300111,2022-01-12,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,AMERICAN SCHNAPPS,luxco inc,84456,paramount peach schnapps,750.0,5.0,3,22.5,2.25
INV-43541500058,2022-01-05,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,JOHNSON,SPICED RUM,HEAVEN HILL BRANDS,44258,BLACKHEART PREMIUM SPICED RUM,750.0,,12,135.0,9.0
INV-43476400093,2022-01-03,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,LINN,100% AGAVE TEQUILA,LUXCO INC,89443,EXOTICO REPOSADO,750.0,11.0,12,198.0,9.0
INV-43763700154,2022-01-13,HY-VEE / WAVERLY,1311 4 STREET SW,WAVERLY,50677,BREMER,AMERICAN VODKAS,mccormick distilling co.,36904,mccormick 80prf vodka pet,375.0,1.8,12,32.4,4.5
INV-43486500004,2022-01-03,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POLK,100% AGAVE TEQUILA,BROWN FORMAN CORP.,89329,HERRADURA ANJEO,750.0,30.0,3,135.0,2.25
INV-43721600068,2022-01-12,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,AMERICAN FLAVORED VODKA,HEAVEN HILL BRANDS,41413,BURNETTS PINEAPPLE,750.0,,12,81.0,9.0
INV-43562400062,2022-01-05,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,MARION,IMPORTED VODKAS,bacardi usa inc,34433,grey goose,750.0,15.0,60,1350.0,45.0
INV-43518800047,2022-01-04,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,AMERICAN BRANDIES,luxco inc,54448,paramount apricot brandy,1750.0,11.29,6,101.64,10.5
INV-43543900095,2022-01-05,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN SCHNAPPS,jim beam brands,82637,dekuyper grape pucker,1000.0,7.87,3,35.43,3.0
INV-43720300106,2022-01-12,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,IMPORTED CORDIALS & LIQUEURS,heaven hill brands,65195,hpnotiq,750.0,10.0,4,60.0,3.0
INV-43581800001,2022-01-06,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,MIXTO TEQUILA,luxco inc,87937,juarez silver,1000.0,,60,705.0,60.0
INV-43742700040,2022-01-12,HY-VEE FOOD STORE / KEOKUK,3111 MAIN,KEOKUK,52632,LEE,AMERICAN VODKAS,phillips beverage,37348,phillips vodka,1750.0,7.6,6,68.4,10.5
INV-43472000017,2022-01-03,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,SINGLE BARREL BOURBON WHISKIES,jim beam brands,19116,jim beam single barrel,,19.41,6,174.72,4.5
INV-43821400011,2022-01-14,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,WEBSTER,STRAIGHT BOURBON WHISKIES,CAMPARI AMERICA,22154,WILD TURKEY 101,375.0,6.5,3,29.25,1.12
INV-43592500097,2022-01-07,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,DUBUQUE,IMPORTED CORDIALS & LIQUEURS,campari america,65126,grand marnier cordon rouge,750.0,22.5,3,101.25,2.25
INV-43534900079,2022-01-05,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,SPICED RUM,DIAGEO AMERICAS,43334,CAPTAIN MORGAN ORIGINAL SPICED,375.0,5.0,6,45.0,2.25
INV-43724200018,2022-01-12,HY-VEE WINE AND SPIRITS / IOWA CITY,1720 WATERFRONT DR,IOWA CITY,52240,JOHNSON,CREAM LIQUEURS,DIAGEO AMERICAS,68013,BAILEYS EXPRESSO,750.0,16.49,12,296.88,9.0
INV-43720300091,2022-01-12,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,100% AGAVE TEQUILA,proximo,64933,1800 coconut,750.0,15.98,2,47.94,1.5
INV-43830400085,2022-01-17,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN SCHNAPPS,sazerac company  inc,84170,99 bananas,750.0,7.5,2,22.5,1.5
INV-43827600014,2022-01-17,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POLK,IMPORTED VODKAS,sazerac company  inc,34368,fris danish vodka,1750.0,8.49,150,1911.0,262.5
INV-43478200001,2022-01-03,HY-VEE #4 / DAVENPORT,4064 E 53RD ST,DAVENPORT,52807,SCOTT,STRAIGHT BOURBON WHISKIES,JIM BEAM BRANDS,19476,MAKERS MARK,750.0,18.0,24,648.0,18.0
INV-43775000036,2022-01-13,HY-VEE FOOD STORE / ALTOONA,100 8TH STREET SW,ALTOONA,50009,POLK,100% AGAVE TEQUILA,william grant & sons inc,88116,milagro silver,750.0,16.5,6,148.5,4.5
INV-43591900007,2022-01-07,HY-VEE #2 / DUBUQUE,2395 NW ARTERIAL RD,DUBUQUE,52002,DUBUQUE,STRAIGHT RYE WHISKIES,SAZERAC COMPANY  INC,27100,SAZERAC RYE,750.0,16.94,6,152.46,4.5
INV-43495700056,2022-01-03,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,AMERICAN SCHNAPPS,sazerac company  inc,984191,sooh 99 butterscotch mini,50.0,6.0,10,90.0,0.5
INV-43753300092,2022-01-13,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,IMPORTED CORDIALS & LIQUEURS,"MAST-JAGERMEISTER US, INC",65257,JAGERMEISTER LIQUEUR,1000.0,16.5,72,1782.0,72.0
INV-43543900089,2022-01-05,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,AMERICAN CORDIALS & LIQUEUR,prestige wine & spirits group / united states distilled products co,75208,kinky pink mini,50.0,4.84,1,7.26,0.05
INV-43766100119,2022-01-13,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403,LINN,IMPORTED FLAVORED VODKA,STOLI GROUP,34786,STOLICHNAYA BLUEBERI,750.0,9.99,2,29.98,1.5
INV-43701100049,2022-01-11,HY-VEE WINE AND SPIRITS / WATERLOO,2126 KIMBALL AVE,WATERLOO,50701,BLACK HAWK,CREAM LIQUEURS,diageo americas,68038,baileys original irish cream,1750.0,32.49,2,97.48,3.5
INV-43537000007,2022-01-05,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,AMERICAN CORDIALS & LIQUEUR,sazerac company  inc,76467,mr boston amaretto,1000.0,4.05,12,72.96,12.0
INV-43829300042,2022-01-17,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,IMPORTED DRY GINS,PERNOD RICARD USA,928699,SOOH MONKEY 47,375.0,19.98,6,179.82,2.25
INV-43827300064,2022-01-17,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POLK,AMERICAN DRY GINS,sazerac company  inc,30058,fleischmanns gin,1750.0,6.5,6,58.5,10.5
INV-43469600056,2022-01-03,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,JOHNSON,CANADIAN WHISKIES,sazerac company  inc,12408,canadian ltd whisky,,9.14,6,82.26,10.5
INV-43605400095,2022-01-07,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,DES MOINES,AMERICAN VODKAS,FIFTH GENERATION INC,38178,TITOS HANDMADE VODKA,1750.0,19.0,36,1026.0,63.0
INV-43502100010,2022-01-04,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,SCOTT,COCKTAILS /RTD,proximo,59162,1800 ultimate pineapple margarita pet,1750.0,10.04,3,45.18,5.25
INV-43469700004,2022-01-03,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,SCOTT,CANADIAN WHISKIES,DIAGEO AMERICAS,10791,CROWN ROYAL VANILLA,750.0,,12,298.68,9.0
INV-43576700227,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,NEUTRAL GRAIN SPIRITS FLAVORED,ole smoky distillery llc,86843,ole smoky salty caramel whiskey,750.0,11.0,6,99.0,4.5
INV-43555700059,2022-01-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,1745 MADISON AVE,COUNCIL BLUFFS,51503,POTTAWATTA,BLENDED WHISKIES,diageo americas,27554,seagrams 7 crown dark honey,750.0,7.0,6,63.0,4.5
INV-43576700116,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,SPICED RUM,diageo americas,43302,captain morgan black spiced,750.0,10.0,2,30.0,1.5
INV-43576700213,2022-01-06,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,BLACK HAWK,AMERICAN SCHNAPPS,luxco inc,82126,arrow peach schnapps,750.0,,4,28.44,3.0
INV-44132700012,2022-01-26,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010,STORY,IRISH WHISKIES,PERNOD RICARD USA,15626,JAMESON,,16.99,120,3058.8,90.0
INV-43501900199,2022-01-04,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722,SCOTT,AMERICAN CORDIALS & LIQUEUR,luxco inc,78866,paramount creme de cacao white,750.0,5.0,3,22.5,2.25
INV-43543900105,2022-01-05,HY-VEE #7 / CEDAR RAPIDS,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,LINN,100% AGAVE TEQUILA,william grant & sons inc,88116,milagro silver,750.0,16.5,6,148.5,4.5
INV-44089600015,2022-01-25,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,DALLAS,TRIPLE SEC,LUXCO INC,86506,PARAMOUNT TRIPLE SEC,750.0,3.42,12,61.56,9.0
INV-43582600001,2022-01-06,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,MIXTO TEQUILA,luxco inc,87937,juarez silver,1000.0,,60,705.0,60.0
INV-43582700011,2022-01-06,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,CERRO GORD,AMERICAN CORDIALS & LIQUEUR,sazerac company  inc,84228,99 brand cherry limeade pet mini,50.0,51.6,1,77.4,0.05
INV-44136000103,2022-01-26,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,FLAVORED RUM,pernod ricard usa,42699,malibu mango,750.0,,2,25.48,1.5
INV-43495700135,2022-01-03,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,CLINTON,BLENDED WHISKIES,diageo americas,25608,seagrams 7 crown,1750.0,12.96,6,116.64,10.5
INV-44103700075,2022-01-25,HY-VEE FOOD STORE / CARROLL,905 US HIGHWAY 30 WEST,CARROLL,51401,CARROLL,AMERICAN DRY GINS,luxco inc,31658,paramount gin,1750.0,7.11,6,64.02,10.5
INV-43470400017,2022-01-03,HY-VEE #3 / BDI / DES MOINES,3221 SE 14TH ST,DES MOINES,50320,POLK,STRAIGHT RYE WHISKIES,JIM BEAM BRANDS,27048,KNOB CREEK RYE,750.0,21.0,6,189.0,4.5
INV-44136000004,2022-01-26,HY-VEE / WINDSOR HEIGHTS,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,POLK,AMERICAN DRY GINS,diageo americas,30316,gordons gin london dry,750.0,5.0,12,90.0,9.0
INV-44060300103,2022-01-24,HY-VEE WINE AND SPIRITS / STORM LAKE,1250 N LAKE ST,STORM LAKE,50588,BUENA VIST,AMERICAN SCHNAPPS,jim beam brands,82611,dekuyper hot damn!,750.0,6.5,2,19.5,1.5
INV-44140500006,2022-01-26,HY-VEE #2 / CORALVILLE,3285 CROSSPARK RD,CORALVILLE,52241,JOHNSON,100% AGAVE TEQUILA,LUXCO INC,87646,EXOTICO BLANCO,750.0,,12,198.0,9.0
INV-44089600077,2022-01-25,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,DALLAS,AMERICAN VODKAS,SAZERAC COMPANY  INC,37938,SKOL VODKA,1750.0,7.11,6,64.02,10.5
INV-44133000146,2022-01-26,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,STORY,AMERICAN SCHNAPPS,SAZERAC COMPANY  INC,84159,99 APPLES,750.0,,12,135.0,9.0
INV-43483600060,2022-01-03,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761,MUSCATINE,IMPORTED VODKAS,jim beam brands,34188,effen 80prf,750.0,12.5,1,18.75,0.75
